Facility Code,Facility Name,Province,County,District,Division,Type,Owner,Location,Sub Location,Description of Location,Constituency,Nearest Town,Beds,Cots,Official Address,Town,In Charge,Job Title of in Charge,Open 24 Hours,Open Weekends,Operational Status
10334,Ichamara Medical Clinic,Central,Nyeri,Mukurweini,Mukurweini,Medical Clinic,Private Practice - Clinical Officer,Githi,Ichamara,NaN,MUKURWEINI,Ichamara,0.0,0.0,Unknown,Mukurweini,Nahashon M Kanyuira,Unknown,N,N,Operational
10335,Ichichi Dispensary,Central,Murang'a,Muranga West,Kangema,Dispensary,Ministry of Health,Kiruri,Ndui-ini,NaN,KANGEMA,Ichichi Market,0.0,0.0,P.O Box P.O. Box 69,Murang'a,Stanely K. Ndungu,Nursing Officer in Charge,N,N,Operational
12067,Ichomba Clinic,Eastern,Meru,Imenti South,Abogeta,Medical Clinic,Private Practice - Nurse / Midwife,Abogeta,Upper Kiungone,Along Chuka Meru road in Kionyo market,SOUTH IMENTI,Kanyakine Mkt,0.0,0.0,Unknown,Unknown,Elias Mutembei,Nursing Officer in Charge,N,N,Operational
18023,Ichuga Medical Clinic,Central,Nyeri,Kieni East,Kieni East,Medical Clinic,Private Practice - Nurse / Midwife,Gakawa,Ichuga,NaN,KIENI,Ichuga,0.0,0.0,Unknown,Unknown,Naomi Karuri,Nursing Officer in Charge,N,N,Operational
20376,ICRH-DROP-IN-CENTRE Ukunda,Coast,Kwale,Msambweni,Diani,VCT Centre (Stand-Alone),Non-Governmental Organizations,Diani,Bongwe Gombato,A Long Mombasa - Lunga Lunga RD,MSAMBWENI,Ukunda,0.0,0.0,Unknown,Unknown,John Mutoro,Unknown,N,Y,Operational
14556,Icross Dispensary,Rift Valley,Kajiado,Kajiado North,Ngong,Dispensary,Ministry of Health,Keekonyokie Central,Kisamis,Off Magadi Road,KAJIADO CENTRAL,Kiserian,0.0,0.0,P.O Box 99,Ngong Hills,Grace Wanjiku,Nursing Officer in Charge,N,N,Operational
16577,Ideal Health Laboratory,Eastern,Meru,Imenti North,Miriga Mieru West,Medical Clinic,Private Enterprise (Institution),NaN,NaN,NaN,NORTH IMENTI,Meru,0.0,0.0,Unknown,Unknown,Unknown,Unknown,N,N,Operational
16578,Ideal Medical /Fp Clinic,Eastern,Meru,Imenti North,Miriga Mieru West,Medical Clinic,Private Enterprise (Institution),NaN,NaN,NaN,NORTH IMENTI,Meru,0.0,0.0,Unknown,Unknown,Unknown,Unknown,N,N,Operational
20211,Ideal Medical Clinic,Central,Kiambu,Kikuyu,Kikuyu,Medical Clinic,Private Practice - General Practitioner,Magana,Magana,Near Magana Town Next to Nairobi Nakuru Highway,KABETE,Magana,0.0,0.0,P.O Box 127,Kinangop,Mercy Gathigia,Nursing Officer in Charge,N,Y,Operational
12068,Ideal Medical Clinic (Kangundo),Eastern,Machakos,Matungulu,Matungulu,Medical Clinic,Private Enterprise (Institution),Tala,Kyaume,NaN,KANGUNDO,Tala,0.0,0.0,Unknown,Unknown,Mwania,Unknown,N,N,Operational
10336,Ideal Medical Clinic (Nyeri North),Central,Nyeri,Mathira East,Mathira,Medical Clinic,Private Practice - Clinical Officer,Magutu,NaN,NaN,MATHIRA,Karatina,0.0,0.0,Unknown,Unknown,Grace Mithamo,Unknown,N,N,Operational
20145,IDEWES,Nairobi,Nairobi,Kibra,Kibra,VCT Centre (Stand-Alone),Non-Governmental Organizations,Kibera,Makina,Next to Muungano bar after Mariestoppes clinic,LANG'ATA,Kichinjio Village,0.0,0.0,P.O Box 50199,Nairobi,Judy R. Muga,Unknown,N,Y,Operational
12980,IDF Mathare Dispensary,Nairobi,Nairobi,Kamukunji,Eastleigh North,Dispensary,Private Enterprise (Institution),Eastleigh Section I,NaN,NaN,KAMUKUNJI,Nairobi,0.0,0.0,Unknown,Unknown,Unknown,Unknown,N,N,Operational
11418,Idsowe Dispensary,Coast,Tana River,Tana Delta,Garsen,Dispensary,Ministry of Health,Shirikisho,Idsowe,Near Lamu Road,GARSEN,Garsen,0.0,0.0,Please specify P.O. Box 46,Garsen,Angelica Makena Peter,Nursing Officer in Charge,N,N,Operational
15896,Iduku Dispensary,Western,Vihiga,Vihiga,Vihiga,Dispensary,Ministry of Health,Wamuluma,Mbihi,NaN,VIHIGA,Mbale,3.0,2.0,P.O Box 31 Maragoli,Mbale,Everlyne Ambwere,Nursing Officer in Charge,N,N,Operational
19693,IFACO VCT,Rift Valley,Trans Nzoia,Trans Nzoia West,Central,VCT Centre (Stand-Alone),Non-Governmental Organizations,Milimani,Milimani,Situated at former Kitale Railways Station bbooking Office,SABOTI,Kitale,0.0,0.0,Unknown,Kitale,Mr. James Omaria,Unknown,N,Y,Operational
13367,Ifmaho Medical Clinic and Laboratory,North Eastern,Garissa,Garissa,Central,Medical Clinic,Private Practice - Nurse / Midwife,Central,Central,NaN,DUJIS,Garissa,0.0,0.0,Unknown,Unknown,Unknown,Unknown,N,N,Operational
18799,Ifo 2 Hospital,North Eastern,Garissa,Dadaab,Ifo,Other Hospital,Humanitarian Agencies,Ifo,Ifo,NaN,LAGDERA,Dadaab,30.0,10.0,Unknown,Unknown,Unknown,Doctor In Charge,Y,Y,Operational
13368,Ifo Hospital,North Eastern,Garissa,Dadaab,Dadaab,Other Hospital,Non-Governmental Organizations,Dadaab,Dadaab,NaN,LAGDERA,Garissa,162.0,0.0,Unknown,Unknown,Dr KimaniI,Hospital Director,Y,N,Operational
13263,Iftin Medical and Lab Services,North Eastern,Garissa,Garissa,Central,Medical Clinic,Private Enterprise (Institution),Central,Central,NaN,DUJIS,Garissa,0.0,0.0,Unknown,Unknown,Unknown,Unknown,N,N,Operational
19009,Iftin Medical Clinic,North Eastern,Garissa,Garissa,NaN,Medical Clinic,Private Enterprise (Institution),NaN,NaN,NaN,DUJIS,Unknown,0.0,0.0,Unknown,Unknown,Unknown,Unknown,N,Y,Operational
13369,Iftin Sub-District Hospital,North Eastern,Garissa,Garissa,Central,Sub-District Hospital,Ministry of Health,Iftin,Iftin,Garissa-Ijara road,DUJIS,Garissa,24.0,1.0,P.O Box 256,Garissa,Unknown,Unknown,Y,Y,Operational
12069,Igamatundu Dispensary,Eastern,Tharaka Nithi,Meru South,Igambang'ombe,Dispensary,Community,Itugururu,Igamatundu,kibugua ishiara route,CHUKA IGAMBANGOMBE,Chuka Town/ Itugururu Market,0.0,0.0,P.O Box 37,Chuka Magumoni,Mary Kagendo,Nursing Officer in Charge,N,N,Operational
10337,Igana Dispensary,Central,Nyeri,Mukurweini,Mukurweini,Dispensary,Ministry of Health,Giathugu,Gatura,NaN,MUKURWEINI,Igana,0.0,0.0,Unknown,Mukurweini,John Mureithi,Nursing Officer in Charge,N,N,Operational
12070,Igandene Dispensary,Eastern,Meru,Imenti South,Abogeta,Dispensary,Christian Health Association of Kenya,Abogeta,Lower Kiungone,Along Chuka Meru road near Kionyo market,SOUTH IMENTI,Kanyakine Mkt,0.0,0.0,P.O Box 25 ,Kionyo,George Koome,Nursing Officer in Charge,N,N,Operational
15897,Igara Dispensary,Western,Busia,Nambale,Nambale,Dispensary,Ministry of Health,Walatsi,Khwivale,NaN,NAMBALE,Nambale,0.0,0.0,P.O Box 87,Busia,Mr. John Wanyama,Nursing Officer in Charge,N,Y,Operational
13613,Igare Medical Clinic (Sameta),Nyanza,Kisii,Sameta,Sameta,Medical Clinic,Private Enterprise (Institution),Bassi Boitangare,Igare,NaN,BOBASI,Igare mrkt,0.0,0.0,P.O Box  21,Nyamache,Malach Obare,Nursing Officer in Charge,N,N,Operational
18864,Igarii Dispensary,Eastern,Meru,Tigania East,Tigania East,Dispensary,Ministry of Health,Igarii,Nkandi,Meru-mikinduri roard off to mulika market 8 km distance,TIGANIA EAST,Igarii/mulika/mikinduri,0.0,0.0,P.O Box 38,muthara,Gitonga charles,Nursing Officer in Charge,N,N,Operational
10338,Igegania Sub-District Hospital,Central,Kiambu,Gatundu North,Mangu,Sub-District Hospital,Ministry of Health,Mangu,Karure,NaN,GATUNDU NORTH,Kamwangi,14.0,2.0,P.O Box 84,Gatundu,Dr Omolo,Doctor In Charge,Y,Y,Operational
13614,Igena-Itambe Dispensary,Nyanza,Nyamira,Nyamira,Nyamira,Dispensary,Ministry of Health,Bosamaro Chache,Bigege,NaN,WEST MUGIRANGO,Tinga,0.0,0.0,P.O Box 3,Nyamira,Grace Nyantika,Nursing Officer in Charge,N,N,Operational
19489,Ignane Health Centre,Eastern,Meru,Meru Central,Abothuguchi East,Health Centre,Ministry of Health,NaN,NaN,NaN,CENTRAL IMENTI,Unknown,0.0,0.0,Unknown,Unknown,Mr Njebere,Nursing Officer in Charge,N,N,Operational
13583,God Kwer Dispensary,Nyanza,Migori,Migori,Suba West,Dispensary,Ministry of Health,Suna Raha,God Kwer,Facility is located in Godkwer near Legio Maria Church headquarters,MIGORI,God Kwer Legio Maria headquarters,3.0,0.0,P.O Box P.O. Box 202,Suna Migori,Paul Mokami Chacha,Nursing Officer in Charge,Y,Y,Operational
13584,Godber Dispensary,Nyanza,Homa Bay,Rachuonyo South,Kasipul,Health Centre,Ministry of Health,Kakello,Kakello Dudi,NaN,KASIPUL/KABONDO,Gamba Market,0.0,0.0,P.O Box 42,Oyugis,Herbert Onyango,Nursing Officer in Charge,N,N,Operational
13585,Godbura Health Centre,Nyanza,Homa Bay,Suba,Gwassi,Health Centre,Ministry of Health,Gwassi Central,Nyancha,NaN,GWASI,Nyandiwa,1.0,0.0,P.O Box 50 ,Mbita,Gilbert Kandagor,Clinical Officer,N,N,Operational
11400,Godo Dispensary,Coast,Kwale,Msambweni,Lunga Lunga,Dispensary,Ministry of Health,Lungalunga,Kasemeni,Near Godo Primary School,MSAMBWENI,Godo Market,1.0,0.0,P.O Box P.O. Box 60,Lungalunga,Omar Mrenje,Nursing Officer in Charge,N,N,Operational
13351,Godoma Health Centre (Nep),North Eastern,Wajir,Wajir North,Bute,Health Centre,Ministry of Health,Godoma,Godoma,"Along Bute - Moyale road, diversion to the right hand at Watiti village to Godoma 6km",WAJIR NORTH,Godoma,0.0,0.0,P.O Box P.O. Box 2,"Bute, Wajir",Abdishukri mohamed,Clinical Officer,Y,Y,Operational
12050,Godoma Model Health Centre (Moyale),Eastern,Marsabit,Moyale,Golbo,Health Centre,Ministry of Health,Golbo,Godoma,NaN,MOYALE,Moyale,14.0,4.0,P.O Box P.O. Box 57,Moyale,Abdikadir Abdi,Nursing Officer in Charge,Y,Y,Operational
13586,Gods Will Clinic,Nyanza,Kisumu,Kisumu East,Winam,Medical Clinic,Private Enterprise (Institution),West Kolwa,Nyalenda B,NaN,KISUMU TOWN EAST,Kisumu,0.0,0.0,P.O Box 4156,Kisumu,Janet Ogutu,Nursing Officer in Charge,N,N,Operational
19907,Gogo Disp,Nyanza,Siaya,Gem,Yala,Dispensary,Ministry of Health,North Gem,Lundha,the facility is about 2 kilometers from Kodiaga market along Kisumu-Busia road,GEM,Kodiaga Market,0.0,0.0,P.O Box 160,Sawagongo,Anthony Alando,Nursing Officer in Charge,N,N,Operational
14513,GOK Farm (Nahrc) Dispensary,Rift Valley,Nakuru,Naivasha,Naivasha,Dispensary,Ministry of Health,Malewa,Tarambete,Near the daily training institute on Naivasha -Nakuru highway,NAIVASHA,Naivasha,0.0,0.0,P.O Box P.O. Box 2062,Naivasha,John Ngigi,Nursing Officer in Charge,N,N,Operational
18264,GOK Prison Siaya,Nyanza,Siaya,Siaya,Karemo,Medical Clinic,Other Public Institution,Township,Uogo,Siaya Bondo route about 400 metres from Siaya Town ,ALEGO,Siaya Town,0.0,0.0,Unknown,Unknown,Unknown,Nursing Officer in Charge,N,N,Operational
16676,GOK Rumuruti Prisons Dispensary,Rift Valley,Laikipia,Laikipia West,Rumuruti,Dispensary,Ministry of Health,Rumuruti,Township,Located within Rumuruti town 500 metres from town towards maralal in Rumuruti Prison,LAIKIPIA WEST,Rumuruti Town,2.0,0.0,P.O Box 23,Rumuruti,Charles Njoroge,Nursing Officer in Charge,N,Y,Operational
20902,Golden Gates Hospital,Coast,Mombasa,Mvita,Island,Medical Clinic,Private Practice - Clinical Officer,Majengo,Kingorani,"Near Majengo Chiefs Office.,opposite Majengo Market",MVITA,Majengo,0.0,0.0,P.O Box 648,Mombasa,George Omondi Walugu,Clinical Officer,N,Y,Operational
20131,Goldenlife Medical Centre Naivasha,Rift Valley,Nakuru,Naivasha,Central,Other Hospital,Private Practice - General Practitioner,Naivasha East,Maraigushu,Situated Along Naivasha-Nakuru Highway in Kayole Centre,NAIVASHA,Naivasha,8.0,0.0,P.O Box 26540,Nairobi,Wenslaus Makari Odhiambo,Clinical Officer,Y,Y,Operational
19427,Goldmed Chemists & Clinic,Nairobi,Nairobi,Starehe,Central,Medical Clinic,Private Practice - Unspecified,Central,Central,Located at Bazaar Plaza,STAREHE,City Market,0.0,0.0,Unknown,Unknown,Unknown,Unknown,N,N,Operational
12051,Golole Dispensary,Eastern,Marsabit,Sololo,Uran,Dispensary,Ministry of Health,Uran,Golole,NaN,MOYALE,Sololo,0.0,0.0,P.O Box  57,Moyale,Bonu Omar,Nursing Officer in Charge,N,N,Operational
16546,Gombato Dispensary (CDF),Coast,Kwale,Msambweni,Diani,Dispensary,Ministry of Health,Diani,Gombato,Near Gombato Primary School,MSAMBWENI,Ukunda,0.0,0.0,P.O Box 8,Msambweni,Jones Makoma,Nursing Officer in Charge,N,N,Operational
13587,Gongo Dispensary,Nyanza,Homa Bay,Homa Bay,Rangwe,Dispensary,Community,Gongo,Gongo,NaN,RANGWE,Ndhiwa,0.0,0.0,P.O Box 91,Rangwe,Fidelma Otwane,Nursing Officer in Charge,N,N,Operational
17516,Gongo Health Centre,Nyanza,Siaya,Gem,Yala,Health Centre,Ministry of Health,central Gem,Gongo,NaN,GEM,Migosi A,4.0,1.0,P.O Box 166,Yala,Elsa Swero,Nursing Officer in Charge,N,N,Operational
11401,Gongoni Health Centre,Coast,Kilifi,Magarini,Magarini,Health Centre,Ministry of Health,Gongoni,Gongoni,Along Malindi-Lamu road Opposite DO's office Magarini.,MAGARINI,Gongoni Market,10.0,0.0,P.O Box  1,Gongoni,Zachary Ndung'u,Clinical Officer,Y,Y,Operational
11402,Gongoni Medical Clinic,Coast,Kilifi,Magarini,Magarini,Medical Clinic,Private Practice - Clinical Officer,Gongoni,Gongoni,Between junction and ongoni health center,MAGARINI,Malindi,0.0,0.0,P.O Box 60,Gongoni,Venceslas,Clinical Officer,N,Y,Operational
14530,Good Health Clinic Ngong,Rift Valley,Kajiado,Kajiado North,Ngong,Medical Clinic,Private Practice - Clinical Officer,Ngong,Ngong,Ngong Kimuka Road,KAJIADO NORTH,Ngong,0.0,0.0,P.O Box 24429,Karen,Arthur Muongi Muthama,Clinical Officer,N,Y,Operational
10293,Good Health Medical Clinic,Central,Kiambu,Ruiru,Ruiru,Medical Clinic,Private Enterprise (Institution),Ruiru,Ruiru,NaN,JUJA,Unknown,0.0,0.0,Unknown,Unknown,Unknown,Unknown,N,N,Operational
16847,Good Hope Clinic,Eastern,Meru,Meru Central,Abothuguchi West,Medical Clinic,Private Enterprise (Institution),Katheri East,Kinjo South,NaN,CENTRAL IMENTI,Katheri Market,0.0,0.0,Unknown,Unknown,Joyce N. Muthuri,Nursing Officer in Charge,N,N,Operational
10294,Good Hope Hospital,Rift Valley,Laikipia,Nyahururu,Municipality,Other Hospital,Private Enterprise (Institution),Nyahururu,Nyahururu,NaN,LAIKIPIA WEST,Nyahururu,13.0,0.0,Unknown,Unknown,Unknown,Unknown,N,N,Operational
12071,Igoki Dispensary,Eastern,Meru,Imenti North,Miriga Mieru West,Dispensary,Ministry of Health,Igoki,Lower Igoki,Along Mate Road at Njuki Njiru ,NORTH IMENTI,Meru,0.0,0.0,P.O Box 8,Meru,Monica Muriuki,Nursing Officer in Charge,N,N,Operational
18340,Igorera Medical Clinic,Nyanza,Kisii,Kenyenya,Magena,Medical Clinic,Private Enterprise (Institution),NaN,Kiango,NaN,BOMACHOGE,Magena,2.0,0.0,P.O Box 2804,KISII,Margaret Kemuma Omiso,Nursing Officer in Charge,N,Y,Operational
15899,Iguhu District Hospital,Western,Kakamega,Kakamega South (Ikolomani),Ikolomani  South,District Hospital,Ministry of Health,Iguhu,Makhokho,NaN,IKOLOMANI,Makhokho Mkt,21.0,4.0,P.O Box 604,Khayega,Dr. Albert Ayumba,Medical Superintendant,Y,Y,Operational
14557,Igure Dispensary,Rift Valley,Baringo,Koibatek,Eldama Ravine,Dispensary,Ministry of Health,Maji Mazuri,Makutano,Near Bakhita Primary School,ELDAMA RAVINE,Makutano,0.0,0.0,P.O Box 213,Eldama Ravine,Rapando Chrispinus,Nursing Officer in Charge,N,N,Operational
14558,Igwamiti Dispensary,Rift Valley,Nakuru,Subukia,Mbogoini,Dispensary,Ministry of Health,Mbogoini,Nyamamithi,igwamiti village in mbogoini,SUBUKIA,Subukia,0.0,0.0,P.O Box  1214,Nakuru,Godfry Kinoti,Nursing Officer in Charge,N,N,Operational
19800,Igwamiti Medical Clinic,Central,Nyandarua,Nyandarua West,Oljoro orok,Medical Clinic,Private Practice - Nurse / Midwife,Silibwet,Silibwet,Situated at Silibwet township,OL KALOU,Silibwet,0.0,0.0,Unknown,Unknown,Grace Mabui,Nursing Officer in Charge,N,Y,Operational
10339,Ihuririo Dispensary,Central,Nyeri,Nyeri South,Othaya,Dispensary,Ministry of Health,Iriaini,Ihuririo,Near Waihara Shopping Center,OTHAYA,Othaya Town,0.0,0.0,P.O Box 517,Othaya,Veronica Gikonyo,Nursing Officer in Charge,N,N,Operational
10340,Ihururu Health Centre,Central,Nyeri,Tetu,Tetu,Health Centre,Ministry of Health,Muhoyas,Ihururu,Near Ihururu Market,TETU,Ihururu,0.0,0.0,P.O Box  648,Nyeri,Lucy Mwai,Nursing Officer in Charge,N,N,Operational
10341,Ihururu Medical Clinic,Central,Nyeri,Tetu,Tetu,Medical Clinic,Private Practice - Nurse / Midwife,Muhoyas,Ihururu,NaN,TETU,Ihururu,0.0,0.0,Unknown,Nyeri,Unknown,Unknown,N,N,Operational
10342,Ihwa Medical Clinic,Central,Nyeri,Tetu,Tetu,Medical Clinic,Private Practice - Nurse / Midwife,Tetu,Ihwa,NaN,TETU,Ihwa,0.0,0.0,Unknown,Nyeri,Unknown,Unknown,N,N,Operational
10343,Ihwagi Medical Clinic,Central,Nyeri,Mathira East,Mathira,Medical Clinic,Private Practice - Nurse / Midwife,Chehe,NaN,NaN,MATHIRA,Iriaini,0.0,0.0,P.O Box  12498,Nyeri,J.Njihia,Unknown,N,N,Operational
12073,Iiani Catholic Dispensary,Eastern,Kitui,Kitui West,Mutonguni,Dispensary,Other Faith Based,Kakeani,Iiani,Near Iiani Trading Centre,KITUI WEST,Iiani,4.0,0.0,P.O Box  532,Kitui,Nichodemus K. Mwendwa,Hospital Director,Y,Y,Operational
12072,Iiani Dispensary,Eastern,Makueni,Kathonzweni,Mavindini,Dispensary,Ministry of Health,Kanthuni,Iiani,"kathonzweni-makindu rd,off kavumbu-thavu-iiani rd,iiani mkt",MAKUENI,Mavindini,2.0,1.0,P.O Box P.O. Box 26,Mavindini,Micheal Kivindyo,Nursing Officer in Charge,N,N,Operational
17918,Iiani Dispensary (Kibwezi),Eastern,Makueni,Kibwezi,Mtito Andei,Dispensary,Ministry of Health,Nzambani,Liani,NaN,KIBWEZI,Kambu,2.0,2.0,P.O Box 109,Kambu,Evans Nyambuti,Nursing Officer in Charge,N,N,Operational
12074,Iiani/Kiatineni Dispensary,Eastern,Makueni,Mbooni West,Tulimani,Dispensary,Ministry of Health,Tulimani,Iiani,NaN,MBOONI,Iiani Markret,3.0,0.0,Unknown,Unknown,Faith Ndinda,Nursing Officer in Charge,N,N,Not-Operational
20723,Iimbani Dispensary,Eastern,Machakos,Kathiani,Iveti,Dispensary,Ministry of Health,Iveti,Kaviani,NaN,KATHIANI,Kaviani,0.0,0.0,"P.O Box 43, kathiani",Kathiani,Nicholas Muindi,Nursing Officer in Charge,N,N,Operational
13406,Ijara District Hospital - Masalani,North Eastern,Garissa,Ijara,Masalani,District Hospital,Ministry of Health,Gumarey,Gumarey,NaN,IJARA,Masalani town,50.0,11.0,P.O Box  8,Masalani,Dr Hussein Buro,Medical Superintendant,Y,Y,Operational
13370,Ijara Health Centre,North Eastern,Garissa,Ijara,Ijara,Health Centre,Ministry of Health,Ijara,Ijara,NaN,IJARA,Ijara town,6.0,2.0,P.O Box 8,Masalani,Jackson Gitonga,Nursing Officer in Charge,Y,Y,Operational
12075,Ikaatini Dispensary,Eastern,Machakos,Masinga,Masinga,Dispensary,Ministry of Health,Ikaatini,Ikaatini,NaN,MASINGA,Ikaatini,0.0,2.0,P.O Box 82,Matuu,Juliana Ngotho,Unknown,N,N,Operational
16649,Ikalaasa Dispensary,Eastern,Machakos,Mwala,Kibauni,Dispensary,Ministry of Health,Ikalaasa,Ikalaasa,NaN,MWALA,Masii ,0.0,0.0,Unknown,Unknown,Unknown,Unknown,N,N,Pending Opening
16958,Ikalyoni Dispensary,Eastern,Makueni,Makueni,Kaiti,Dispensary,Ministry of Health,Ukia,Utaati,"Along Machakos-Wote Rd,Emali Junction,Near Kaiti Bridge",KAITI,Ikalyoni MARKET,0.0,0.0,P.O Box 89 Makueni,Wote,Roseline Nzisa Mbithi,Nursing Officer in Charge,N/A,N/A,Operational
12077,Ikanga Sub-District Hospital,Eastern,Kitui,Mutomo,Ikanga,Sub-District Hospital,Ministry of Health,Ikanga,Ilusya,NaN,KITUI SOUTH,Ikanga,14.0,0.0,P.O Box P.O. Box 138,Ikanga,Mr.Nichorus Mutevu,Clinical Officer,Y,Y,Operational
13615,Ikerege Clinic,Nyanza,Migori,Kuria West,Isebania,Medical Clinic,Private Enterprise (Institution),Bukira Central,Gwikonge,NaN,KURIA,Ikerege,2.0,0.0,P.O Box  25 ,Kehancha,Tabitha Mogaya,Unknown,N,N,Operational
20921,Ikhanyi Dispensary,Western,Kakamega,Kakamega North (Malava),Mwera,Dispensary,Ministry of Health,Mahira,Mwera,NaN,MALAVA,Mlava,6.0,4.0,P.O Box 150,Malava,Albert Burudi,Nursing Officer in Charge,N,N,Pending Opening
13616,Ikobe Health Centre(Manga),Nyanza,Nyamira,Manga,Manga,Health Centre,Ministry of Health,Central Kitutu,Mwabosire,Along Kisii Manga Rd near sengera Manga High school,KITUTU MASABA,Manga,1.0,0.0,P.O Box 98,Kisii,Mr  Wickliff Angwenyi,Nursing Officer in Charge,N,N,Operational
12078,Ikombe Dispensary,Eastern,Machakos,Yatta,Katangi,Dispensary,Ministry of Health,Ikombe,Ikombe,NaN,YATTA,Ikombe,3.0,0.0,P.O Box 31,Ikombe,Beatrice Mukami Manjaui,Medical Superintendant,N,N,Operational
20399,Florensis Kenya LTD Medical Clinic(Naivasha),Rift Valley,Nakuru,Naivasha,Central,Medical Clinic,Private Practice - Nurse / Midwife,Hells gate,Olkaria,Moi South Lake road near Karuturi Farm,NAIVASHA,Naivasha,0.0,0.0,P.O Box 1896,Naivasha,Erick Nabiswa,Nursing Officer in Charge,N,Y,Operational
18659,Florex Medical Clinic,Rift Valley,Nakuru,Nakuru,Lanet,Medical Clinic,Private Practice - Nurse / Midwife,Lanet,Mwariki B,Near Pipeline,NAKURU TOWN,Near Pipeline,1.0,0.0,P.O Box 415,Nakuru,Florence Githu,Nursing Officer in Charge,N,Y,Operational
14500,Flourspar Health Centre,Rift Valley,Elgeyo Marakwet,Keiyo South,Soy,Health Centre,Private Enterprise (Institution),Chemoibon,Kimwarer,NaN,KEIYO SOUTH,Iten,13.0,1.0,Unknown,Eldoret,Unknown,Clinical Officer,N,N,Operational
19807,Fly Over Health Clinic,Central,Nyandarua,Kinangop,Magumu,Medical Clinic,Private Practice - Nurse / Midwife,Bamboo,Mutonyora,NaN,KINANGOP,Fly over,0.0,0.0,P.O Box 1973,Nairobi,Kariuki Peter Maingi,Nursing Officer in Charge,N,Y,Operational
19806,Fly Over Medical Clinic,Central,Nyandarua,Kinangop,Magumu,Medical Clinic,Private Practice - Nurse / Midwife,Bamboo,Gitwe,NBI - NKU rd at Fly over town,KINANGOP,Fly over market,0.0,0.0,P.O Box 1107,Naivasha,Paul Karanja,Nursing Officer in Charge,N,Y,Operational
10184,Focus Medical Clinic and Counselling Centre,Central,Kiambu,Ruiru,Githurai,Medical Clinic,Private Practice - Nurse / Midwife,Githurai,Kiuu,Near Githurai 45 DO's office behind Brainston Academy next to ACK Shalom Church,JUJA,Githurai 45,7.0,7.0,P.O Box 393,Ruaraka,Bridgit Munyira,Nursing Officer in Charge,Y,Y,Operational
19539,Focus Outreach Medical Mission,Nairobi,Nairobi,Westlands,parklands,Medical Clinic,Private Practice - Clinical Officer,parklands,NaN,NaN,WESTLANDS,Unknown,0.0,0.0,Unknown,Unknown,Unknown,Unknown,N,Y,Operational
20035,Fofcom VCT,Central,Kiambu,Kiambu,Municipality,VCT Centre (Stand-Alone),Non-Governmental Organizations,Municipality,Municipality,"Along kiambu Githunguri road ,opposite Kiambu law court",KIAMBAA,Kiambu,0.0,0.0,P.O Box 1331,Kiambu,Stephen M Nganga,Unknown,N,N,Operational
